date,title
2022/10/05,資料中心、車用出貨旺 光寶科9月營收159億元 3年來單月新高
2022/10/20,〈光寶科法說〉資料中心、車用動能強 Q4營運持續成長
2022/10/20,〈光寶科法說〉資料中心出貨加速 Q3每股賺1.86元創單季新高
2022/10/21,〈台股盤前要聞〉電視面板價反彈、光寶科Q4營運再向上 今日必看財經新聞
2022/10/31,光寶科創辦人宋恭源捐贈上億元 助北科大成立獎學金
