date,title
2023/06/04,生技廠布局擴大 美時取得躁鬱用藥獨家授權 藥華藥簽拉美授權
2023/06/09,美時累計營收78.6億元創高 與馬國經銷成戰略合作夥伴
2023/06/15,美時血癌用藥獲加拿大藥證 將拓展非專利限制國家
2023/06/28,保瑞、訊聯、明達醫、美時、長佳智能，生技再起？
