date,title
2022/05/01,科技大廠法說、4月CPI、綜所稅起跑 本周大事預告
2022/05/01,〈觀察〉工具機業訂單滿手苦於缺工 重啟移工助產能拉升
2022/05/01,〈觀察〉友達攻電子紙商機 推膽固醇液晶技術迎發展元年
2022/05/01,台股大幅修正 大盤何時反彈看兩大因素
2022/05/01,〈觀察〉防疫保單絕跡背後 隱藏產險業增資潮危機
2022/05/02,紅單交易如改課房地合一稅 財部允諾給輔導期補申報
2022/05/02,歐盟對中國石墨電極棒下重手課稅最多75% 中碳啖轉單商機
2022/05/02,〈金管會備詢〉確診5月起轉向自主回報 保險局指理賠看一關鍵
2022/05/02,5月報稅季開跑 逾26萬戶快手完成申報 4成用手機
2022/05/02,勞動基金3月收益回升948億元 首季虧損縮小
2022/05/02,〈金管會備詢〉防疫理賠大增 產險業有481億元準備金可沖抵
2022/05/02,華邦電20奈米製程開發順利 搶元宇宙應用商機
2022/05/03,宏碁旗下三金雞Q1報喜 安碁資訊改寫單季新高
2022/05/03,富鼎Q1毛利率衝38%創新高 EPS 3.53元超越去年上半年
2022/05/03,永豐餘投控榮獲遠見CSR暨ESG企業社會責任獎肯定
2022/05/03,料況改善 融程電首季EPS 1.19元寫同期高 醫揚Q1純益年增1.4倍
2022/05/03,明基材擬配1.5元現金股利 Q1每股賺0.91元近八年新高
2022/05/03,正基競拍底價83.48元 預定5月24日掛牌
2022/05/03,新唐Q1純益年增344% 每股賺2.87元同步攀峰
2022/05/03,沃旭離岸風場陸上變電站啟用 併聯規模全台最大
2022/05/03,泰博Q1賺逾半股本創次高 EPS 6.69元
2022/05/03,"Tablet, Chromebook Shipments Decline in 1st Quarter as Peak Demand Passed"
2022/05/03,華新科集團配息出爐 信昌電現金殖利率4%最優
2022/05/03,籌碼大師的操盤日誌－量能急凍，跌深股該如何切入
2022/05/03,網通廠首季財報 友訊盈轉虧 兆赫虧損擴大
2022/05/03,兩利空壓抑 前4月權證成交量年減近3成
2022/05/03,〈環宇法說〉Q2可望優於Q1 轉投資晶成半導體年底拚單月轉盈
2022/05/03,〈環球晶法說〉Q1預付款金額續創高 2025年前樂觀展望不變
2022/05/03,康普Q1獲利年增9成 EPS 1.76元同創新高
2022/05/03,中華電5G用戶數持續攀升 目標年底前滲透率達30%
2022/05/03,華新科首季EPS 1.79元寫二年低點 佳邦純益登同期高
2022/05/03,網家連虧2季 EPS -0.25元 金融科技事業首見獲利
2022/05/03,崑鼎Q1每股賺3.27元創4年同期高 佳龍虧損改善
2022/05/03,威宏-KY訂單挹注 4月營收7.28億元創新高
2022/05/03,金管會緊盯 4家壽險5月微調美元保單宣告利率
2022/05/03,力行永續作為！富邦金控榮獲遠見CSR暨ESG企業社會責任獎
2022/05/03,〈北極星-KY上市〉CDMO明年貢獻營收 三年後顯著成長
2022/05/03,網家新運籌長上任 A7物流中心下半年啟用
2022/05/03,需求頂峰已過 首季平板、Chromebook出貨雙下滑
2022/05/03,欣陸投控首季獲利創新高 EPS1.5元
