date,title
06/01,台美簽署貿易倡議首批協議 「台美中小企業諮詢會」3面向助攻
06/01,中鋼新進人員甄試報名開跑 今年預計招募243人
06/01,十銓前4月可望轉盈 明年工控營收占比衝1成
06/01,薪資、股利雙升 2022年綜所稅收淨額2440億元、年增4成
06/01,鴻海5G產品布局新斬獲 取得O-RAN聯盟OTIC室外RU認證
06/01,南科發生壓降 台積電預期不影響營運、聯電部分晶圓報廢
06/01,印度半導體投資傳卡關 鴻海：持續與政府溝通
06/01,壽險業入不敷出？公會澄清：現金水位充裕 保單解約已大幅改善
06/01,毅嘉車用產品出貨旺 累計營收33億元創9年新高
06/01,惠珊投資池：僑威、中磊、華星光、星通、先進光
06/01,上市公司員工酬勞前10名 半導體包辦8名次 日月光550.8萬元稱雄
06/01,澳豐基金倒閉、萬人受害 金管會：13家上市櫃公司也踩雷
06/01,台嘉碩估Q2景氣溫和復甦 每股2.5元股息訂7/17除息
06/01,全球25大最佳航空公司 長榮航拿下台灣唯一名次
06/01,設備廠迅得接單強勁 估第二季營收將挑戰歷史新高
06/01,〈台幣〉股匯脫鉤 新台幣小升2.6分收30.740元
06/01,5月我製造業PMI連3跌 六大產業看未來半年全數緊縮
06/01,外資搶「機票」！加碼航空雙雄 連5日買超長榮航近12萬張
06/01,長聖5月營收續創同期高 細胞委託訂單直達12月
06/01,瑩碩精神科用藥中國藥證到手 搶攻人民幣1億元商機
06/01,日月光搶AI商機 推FOCoS-Bridge整合多顆ASIC
06/01,量價齊跌 Q1 Enterprise SSD營收季減近5成
06/01,LEXUS踩油門衝單月銷售亞軍 5月銷量飆增逾130%
06/01,LED照明需求回升 帶動全年LED晶片產值回升5%
06/01,中美晶攜手日立冷氣 打造台灣空調業界最大單一太陽能場域
06/01,永豐金將AI列最高決策 全體員工禁止做兩件事嚴控風險
06/01,陳俊聖：PC產業庫存鬧鬼已過 宏碁資訊推企業級生成式AI
06/01,〈勞動基金績效〉台股反彈推一把 勞動基金預告5月收益會更好
06/01,密集交屋推升 永信建設5月營收以7.09億創歷年同期新高
06/01,精準預測藍寶堅尼行情！黃蔭基喊台股高點已到 憂AI股像當年航海王
06/01,【量大強漲股整理】6月不升息機率攀高!台股短空長多趨勢不變
06/01,中小買盤加溫 類股輪動快速 六月佈局新方向盡在雙周報
06/01,台股回探5日線 外資縮手轉賣 三大法人賣超27.03億
06/01,前瞻攜手泛鴻海集團 搶電池材料市場
06/01,【熱門話題】ChatGPT手機版上線囉！運作原理與手機應用實例分享一次看
06/01,輝達醫療策略夥伴 醫揚AI訂單顯著增 能見度逾2年
06/01,合一廣效型新冠新藥 向美申請二期臨床試驗
06/01,永昕細胞治療先導工廠動工 50升異體產線明年完工
06/01,AI支撐20世紀來第四輪生產力循環 法人點名這些產業
06/01,00926指數十年含息總報酬350% 打敗「美歐台」高股息指數
06/01,〈勞動基金績效〉勞動基金報喜！前4月賺2643.9億元、收益率4.86%
06/01,00919配息超狂！年化配息率飆11% 成分股「10上10下」
06/01,台灣虎航看好疫後旅遊熱潮 預計Q3掛牌上市
06/01,〈台幣〉股匯脫鉤 新台幣小升 陷30.72-30.75元震盪整理
06/01,〈晶技展望〉看好車用頻率元件Q3起需求大增 將成強大成長動能
06/01,台股拉回不用怕！這類題材股整完隊帶頭上萬七！
06/01,〈晶技展望〉業績漸回溫 5月營收再成長 估逐季攀高全年上看百億元
06/01,六角推動海外供應鏈中心 拚每年店數增3成
06/01,〈台股盤前〉外資買超力道減緩 籌碼沉澱後再拚上攻
06/01,〈台股盤前要聞〉鴻海看旺AI伺服器商機、聯發科明年手機重返成長 今日必看財經新聞
06/01,張安平：台泥目前還不是能源公司 轉型不求快求扎實
06/02,聚陽5月營收回溫 月增1成
06/02,信邦5月營收續創單月新高 累計143.48億元年增2成
06/02,工業富聯鄭弘孟：AI伺服器下半年出貨逐季增 將顯著成長
06/02,〈新纖股東會〉吳東昇：景氣可望U型反轉 啟動成長專案看好電動車材料需求
06/02,大華優利高填息30首季配息0.2元 預定6/16除息
06/02,除權息旺季來臨 融資交易留意假除權息
06/02,台灣50新增和碩、刪除矽力-KY 6/19開盤生效
06/02,南俊股息約1.07元6/20除息 看旺下半年業績走強將擴產
06/02,京城銀以43.75億元標下台南新光三越百貨大樓 每坪約30萬元
06/02,IDC下修今年手機出貨量 市場反彈要等明年
06/02,中華電6/29除息 將發出364億元現金股利
06/02,德微5月營收小幅回溫 下半年優於上半年
06/02,湯石照明5月營收雙減 今年估持平去年　
06/02,外資大舉敲進華邦電4.5萬張 狙擊緯創逾3.5萬張
06/02,國揚三重廠辦「國揚數位」預售案 不到半個月售出逾18億元
06/02,艾笛森5月營收月減9.8% 新產線6月放量今年逐季增
06/02,〈台幣〉聯準會預告唱鴿美元轉弱 新台幣升8.5分收30.655元
06/02,茂矽世代交替 總座由朋程副總盧建志接任
06/02,【新台股龍捲風】 NVIDIA效應軋爆空頭，周線連3紅！散戶不請自來?！
06/02,明泰、仲琦前5月營收寫同期高 互動單月雙增
06/02,進典及伯特光上櫃滿6個月 6/5起得融資券交易
06/02,前交通部長賀陳旦繼接任陽明獨董後 再接根基營造董事
06/02,AI趨勢帶動 全球200G、400G交換器Q1出貨比重達2成
06/02,浩鼎延攬前BMS大將 出任執行長暨發言人
06/02,封測業首創 日月光攜手產官學推「封測機台安全白皮書」 強化職場安全健康
06/02,〈新光金經營權之爭〉外資顧問Glass Lewis支持公司派 改革派「感到不解且遺憾」
06/02,【量大強漲股整理】軋空行情啟動!只因為這兩個原因!??
06/02,〈新光金經營權之爭〉Glass Lewis全面支持公司派董事候選人
06/02,面對2050淨零碳排  哪些企業導入ESG做轉型?
06/02,華固續插旗台中 繼水湳經貿園區後再購入北屯1450坪建地
06/02,台股再創一年新高 三大法人同步加碼買超231.1億
06/02,客戶出貨遞延影響 八貫5月營收1.8億元雙減
06/02,【產業概觀】Compuetex展將落幕，從黃仁勳看科技趨勢，CPU與GPU的差異、概念股一次看
06/02,盛弘、大樹董座進入大仁科大董事會 啟動產學聯盟
06/02,黃仁勳：輝達下一代晶片仍由台積電生產
06/02,〈焦點股〉生技廠藥物研發報捷 易威、瑩碩取證股價攻高
06/02,力積電黃崇仁：下半年市場復甦 Q4法國奧運需求可望升溫
06/02,〈雙鴻股東會〉下半年營運擺脫谷底 全年毛利率有望突破20%
06/02,〈新纖股東會〉化纖稼動率衝9成高於產業水準 聚酯旺季滿載Q3營運續強
06/02,〈雙鴻股東會〉水冷散熱拿下輝達AI伺服器訂單 2025年邁向高峰期
06/02,AOI設備商鏵友益完成上櫃前競拍 得標加權平均價為38.6元
06/02,統一BEING spa x 台北六福萬怡酒店 6/2美麗誕生
06/02,TPCA：2023全球IC載板遇逆風 估產值172.4億美元年衰退3.3%
06/02,美股錯失恐懼症將大爆發? AI+EV=還有翻倍機會?
06/02,泰山再質疑董事改選結果 股東景勛投資提選舉無效訴訟
06/02,搭上AI列車，存股也能翻身
06/02,〈台股盤前要聞〉宏碁PC新訂單湧、醫揚AI訂單顯著跳增 今日必看財經新聞
06/03,COMPUTEX、科技廠股東會、美債危機解除 本周大事回顧
06/03,〈熱門股〉研揚AI營收可望倍增 周漲25%創新高價
06/03,〈熱門股〉一詮周漲24.37% 股價創一年新高
06/03,〈熱門股〉江申漲逾2成 裕隆集團3位數個股又添一檔
06/03,〈熱門股〉晶技業績逐季成長 股價創今年新高
06/03,泰山公司派仍不認董事改選結果 提訴訟並質疑灌票嫌疑
06/03,〈熱門股〉毅嘉營收報捷 周漲16.8%創8年半新高
06/03,〈熱門股〉AI伺服器當道 勤誠挾量噴漲21%創新高
06/03,Hello Kitty、酷企鵝、蛋黃哥，漢來用主題套房圈粉…27年老店砸4億改裝，用這3個策略老少通吃
06/04,〈WWDC23〉頭戴式裝置料成焦點 GIS-KY、宣德等供應鏈受矚
06/04,台積電等大廠股東會、台塑四寶營收、新光金改選 本周大事預告
06/04,生技廠布局擴大 美時取得躁鬱用藥獨家授權 藥華藥簽拉美授權
06/04,〈WWDC23〉蘋果首款MR頭戴裝置有望登場 元宇宙話題再掀熱潮
06/04,NVIDIA掀起AI熱 供應鏈應用產業有望受惠
06/04,伺服器風扇馬達追單 偉詮電Q3營收續揚
06/04,〈台股風向球〉 AI助陣多頭 投信點名這三產業題材有看頭
06/04,〈新鮮人理財〉職場小白財務三盤點 掌握年輕優勢打造保險防護網
06/04,〈新鮮人理財〉投保2重點省荷包 這樣搭配年繳僅1.2萬
06/04,11檔觀光餐飲股如何挑？這檔1個月飆110％！一個關鍵拆解是「真熱還是假熱」
06/04,14歲的黃仁勳，得靠擦球場地板賺錢參賽桌球…3個不為人知小故事！為何合作夥伴對他又愛又恨？
06/05,貿聯-KY5月營收回溫 出貨量逐步改善
06/05,5月外匯存底5628.68億美元 連7個月創新高
06/05,佳世達5月營收172億元月增7% 資訊產品回溫
06/05,外資期現貨不同調 買超面板三虎共近6.5萬張
06/05,解密板金一哥煉金術，經寶如何翻身股市人氣王？
06/05,百容5月營收創9個月來新高 出貨結構改善助長獲利
06/05,台虹營收及稼動率明顯回升 有助於第二季營運轉盈
06/05,PC市況回溫 瑞昱5月營收90億元創八個月新高
06/05,可成發聲明 提告外資執行長王亞倫
06/05,生技中心揮軍北美生技展 展出三大平台與9項新技術
06/05,智邦前5月營收324.8億元 年增18%
06/05,〈台幣〉交投清淡 新台幣貶值4分收30.695元
06/05,日月光擁抱CSR 同心園攜手童心星球合辦「寶寶髒髒藝術派對」
06/05,南亞科5月營收23億元連三升 攀5個月新高
06/05,美國銷售增溫 藥華藥5月、累計營收雙創新高
06/05,鮮活果汁5月營收4.53億元創歷史同期新高年增13%
06/05,〈泓德能源展望〉併購AI軟體供應商 轉型成電力公司
06/05,台肥進口低碳氨 展開淨零碳排新頁
06/05,聖暉轉投資衛司特首季每股純益1.84元 今送件申請上櫃
06/05,華星光4月稅後純益1400萬元 年減51.72%
06/05,電聲元件累計營收兩樣情 致伸年減18.9%、美律成長16.88%
06/05,群電5月營收32億元月增16.8% 寫今年單月新高
06/05,晶技5月營收8.09億元月增2.1% 後市估逐季成長
06/05,〈泓德能源展望〉獲利多元化 2025年兩大事業獲利佔比各半
06/05,大立光5月營收探2月以來新低點 6月動能可望略回升
06/05,全福生技9月底前完成現增 強化三大新藥領域
06/05,證交所招募新血 釋出5大類34名職缺
06/05,超微董事長兼執行長蘇姿丰 獲頒清大名譽博士
06/05,消費智能產品出貨升溫 鴻海5月營收4507億元月增5%
06/05,泰達電磨劍十年，等到電動車豐收期
