date,title
2022/08/02,台塑攜手美電動車新創Aptera 目標2024年出貨車用電池
2022/08/08,〈台塑四寶業績發表〉台塑Q3恐旺季不旺 台塑化估8月油價維持弱勢
2022/08/08,〈台塑四寶業績發表〉終端需求放緩 7月營收1557.46億元 月減14%
2022/08/09,因應麥寮新廠需求 台勝科斥7.9億元向台塑買地
2022/08/10,台塑集團9家上市公司首發TCFD報告書 台塑、台塑化計劃導入生質原料
2022/08/19,供給過剩乙烯下挫6.8% 台塑化等輕裂解廠稼動率恐續低迷
2022/08/30,台塑斥資15.69億元 擴建國內三大廠區設備
