date,title
2023/01/07,台塑河靜鋼3月盤價續漲 中鋼開漲吃定心丸
2023/01/10,〈台塑四寶業績發表〉三寶看Q1持續低迷 台塑化估上半年油價偏弱
2023/01/10,台塑年終發4.06個月每人平均領23.5萬元 較去年少近4成
2023/01/10,〈台塑四寶業績發表〉通膨、消費市況疲軟衝擊 集團去年每股賺12.5元較前年腰斬
2023/01/12,台塑企業協助全台社福機構改善照明 年減碳2222噸
2023/01/16,中碳、台塑河靜終止合資 將清算轉投資5成持股
2023/01/25,〈名人書單〉台塑化陳寶郎化《數位轉型力》為力量 推動煉油廠數位管理
2023/01/29,今年油價霧裡看花 台塑化陳寶郎點出四大因素
