date,title
2023/03/02,長榮航太首度跨足軍工版圖告捷！拿下監偵無人機標案
2023/03/10,〈航空客運暢旺〉長榮航2月營收創同期次高 啟動夏季班表大增班
2023/03/10,上市股票下周再添2檔新兵 雲豹能源、長榮航太3/14掛牌
2023/03/13,長榮航去年EPS創4年高 將再添購5架新機看好後市
2023/03/14,長榮航太上市掀蜜月行情漲逾3成 中籤戶平均賺進2.4萬元
2023/03/30,長榮航首航克拉克 飛菲律賓每周達35個航班
