date,title
2023/01/07,長榮航勤釋善意 加發每人激勵獎金4萬元、連假出勤獎勵
2023/01/10,〈航空客運暢旺〉長榮航歐美線載客率達85% 12月客運營收年增逾13倍
2023/01/17,長榮航連10年獲選全球前20大最安全航空
