date,title
2023/04/11,〈電信三雄財報〉中華電衝刺三大事業 Q1營收、獲利超越財測 每股賺1.24元
2023/04/12,中華電日本子公司取得特定建設許可 將承接當地大規模工程
2023/04/24,中華電今年策略主軸「永續x5Gx創新轉型」 引領企業轉型
2023/04/28,傳行政院點頭中華電董座謝繼茂不續任 總座郭水義將接任
2023/04/28,追求卓越公司治理 中華電再度蟬聯證交所公司治理評鑑Top 5%
