date,profit
2022-05-18,10.5
2022-08-15,3.0
2022-08-17,6.0
2022-08-26,-0.5
2022-11-25,4.0
2023-01-17,1.5
2023-02-08,1.5
2023-05-17,22.0
2023-06-29,2.5
