Date,Open,High,Low,Close,Adj Close,Volume,Intraday_Return
2022-01-03,98.0,98.9000015258789,95.69999694824219,96.5,93.99610900878906,1957200,-1.530612244897959
2022-01-04,96.80000305175781,97.0,95.5999984741211,96.30000305175781,93.80130004882812,1478589,-0.5165289093355255
2022-01-05,96.80000305175781,97.5,96.0999984741211,96.0999984741211,93.60648345947266,991100,-0.723145202033139
2022-01-06,96.4000015258789,96.4000015258789,95.5,95.9000015258789,93.41167449951172,1145495,-0.5186721909602598
2022-01-07,96.0999984741211,96.4000015258789,91.19999694824219,91.5,89.12584686279297,3432215,-4.78667902930283
2022-01-10,90.9000015258789,92.80000305175781,90.9000015258789,92.0,89.61286926269531,1078009,1.2101193131530674
2022-01-11,91.9000015258789,92.5,89.0,89.5,87.17774200439453,2513575,-2.611535893395028
2022-01-12,90.0999984741211,90.4000015258789,88.30000305175781,89.4000015258789,87.08032989501953,1982515,-0.7769111654793686
2022-01-13,90.0,90.9000015258789,89.0,89.5999984741211,87.27513885498047,731000,-0.4444461398654514
2022-01-14,89.80000305175781,89.80000305175781,86.19999694824219,87.0999984741211,84.84000396728516,1974100,-3.006686509888562
2022-01-17,86.69999694824219,89.5,86.5,89.0,86.69071197509766,1211105,2.6528294494991265
2022-01-18,89.4000015258789,90.5999984741211,88.0,88.19999694824219,85.91146850585938,1048000,-1.3422869766834953
2022-01-19,88.0,88.0,87.0999984741211,87.30000305175781,85.03482055664062,686999,-0.7954510775479403
2022-01-20,87.30000305175781,88.30000305175781,86.9000015258789,87.69999694824219,85.4244384765625,610200,0.4581831414681961
2022-01-21,88.0999984741211,89.19999694824219,86.0,86.19999694824219,83.96336364746094,1857001,-2.1566419509496604
2022-01-24,86.30000305175781,86.5999984741211,81.9000015258789,84.4000015258789,82.21006774902344,1764875,-2.2016239382278977
2022-01-25,85.30000305175781,86.80000305175781,84.0999984741211,84.4000015258789,82.21006774902344,1705056,-1.0551013993901135
2022-01-26,86.19999694824219,88.5,85.69999694824219,85.69999694824219,83.47633361816406,2396002,-0.5800464242478098
2022-02-07,86.80000305175781,86.9000015258789,85.0999984741211,86.30000305175781,84.0607681274414,1209101,-0.5760368461068555
2022-02-08,86.5,89.5999984741211,86.30000305175781,89.5999984741211,87.27513885498047,1895530,3.5838132648798773
2022-02-09,90.4000015258789,91.0,88.80000305175781,90.19999694824219,87.85957336425781,1559045,-0.22124399807610978
2022-02-10,90.0,90.5999984741211,88.5,89.5,87.17774200439453,1076003,-0.5555555555555556
2022-02-11,88.5,90.19999694824219,88.0,88.5,86.20368957519531,1471023,0.0
2022-02-14,88.0,88.0,85.80000305175781,86.0999984741211,83.86595153808594,1102115,-2.1590926430442114
2022-02-15,86.80000305175781,87.19999694824219,85.5999984741211,85.80000305175781,83.57373809814453,741224,-1.152073692213711
2022-02-16,86.69999694824219,89.5999984741211,86.19999694824219,89.5,87.17774200439453,1178052,3.2295307385412566
2022-02-17,89.5,92.19999694824219,88.80000305175781,90.69999694824219,88.34659576416016,2856964,1.3407787131197626
2022-02-18,89.4000015258789,91.0,89.30000305175781,90.9000015258789,88.54141235351562,1060052,1.677852320355711
2022-02-21,90.9000015258789,92.80000305175781,90.0999984741211,92.5,90.09989929199219,1602110,1.7601743094202038
2022-02-22,91.80000305175781,94.5,91.69999694824219,93.4000015258789,90.97654724121094,3538149,1.7429176698599866
2022-02-23,96.5999984741211,102.5,96.5,102.5,99.84042358398438,5587760,6.107662131547033
2022-02-24,102.5,106.0,100.0,103.0,100.32744598388672,22286888,0.4878048780487805
2022-02-25,107.5,113.0,106.0,111.5,108.60689544677734,22706441,3.7209302325581395
2022-03-01,115.5,115.5,108.0,114.0,111.04203033447266,22297803,-1.2987012987012987
2022-03-02,113.5,122.5,112.0,118.0,114.93824005126953,27691353,3.9647577092511015
2022-03-03,118.0,119.5,114.5,115.5,112.50311279296875,13577633,-2.11864406779661
2022-03-04,114.0,119.0,112.5,112.5,109.58094787597656,10920304,-1.3157894736842104
2022-03-07,111.0,112.5,104.5,106.0,103.24960327148438,10610770,-4.504504504504505
2022-03-08,105.0,109.0,101.5,101.5,98.86637115478516,9775624,-3.3333333333333335
