date,profit
2022-01-21,0.5
2022-08-11,1.5
2022-08-15,-0.5
2022-09-19,0.0
2022-09-26,2.0
2022-10-05,-0.5
2022-10-12,1.0
2022-12-12,1.0
2022-12-16,-0.5
2022-12-29,0.0
2023-01-10,0.0
2023-01-16,1.0
2023-02-20,1.0
2023-03-08,1.0
2023-03-15,1.0
