"標題","連結","日期",
"上週外資在集中市場賣超103.93億元，賣超群創4.62萬張最多，另買超華航2.67萬張最多。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01842c1bec6d0279","111年10月31日",
"本週發行量加權股價指數跌幅約為0.24%，上市股票總市值達39.97兆元。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01841dde1bc50274","111年10月28日",
"主題式產業講座及喬福等5家上市公司假證交所舉辦之法人說明會於下周登場","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda018418f1370a0266","111年10月27日",
"「圓裕企業股份有限公司」(證券代號：6835)採競價拍賣方式辦理承銷，於今(10/27)日順利完成。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0184182d14bf025a","111年10月27日",
"主題式產業講座及「休閒及運動」主題式業績發表會於10月31日起陸續登場","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda018413f7568f0247","111年10月26日",
"臺灣證券交易所對雄獅旅行社股份有限公司違反重大訊息規定，處以新台幣3萬元違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda018413b37b470243","111年10月26日",
"證交所參展「FinTech Taipei 2022 台北金融科技展」","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0184133c579f023a","111年10月26日",
"臺灣證券交易所對聯德控股股份有限公司（聯德控股-KY，公司代號: 4912）違反重大訊息規定，處以新臺幣5萬元之違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01841329eb0c0236","111年10月26日",
"第19屆「校園證券投資智慧王」－全國大專院校知識競賽活動即將於10月31日截止報名！","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda018412e7005c0230","111年10月26日",
"證交所推出「我是股神」模擬下單競賽活動","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0184125e3b08022c","111年10月26日",
"新亞建設開發股份有限公司等23家上市公司預計於111年11月份假證交所場地自行舉辦法人說明會","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda018409703f2a0225","111年10月24日",
"臺灣創新板(TIB)合格投資人戶數突破10萬戶，推廣獎勵活動熱烈舉辦中!","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0184093e9b1b0220","111年10月24日",
"上週外資在集中市場賣超438.91億元，賣超台積電5.46萬張最多，另買超群創4.53萬張最多。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda018407e828f901ea","111年10月24日",
"臺灣證券交易所對成霖企業股份有限公司違反重大訊息規定，處以新台幣3萬元違約金","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183fa09d13001e6","111年10月21日",
"全體證券商111年9月份稅後淨利8.97億元，累計稅後淨利301.32億元","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183f9e928e101e2","111年10月21日",
"本週發行量加權股價指數跌幅約為2.35%，上市股票總市值達40.07兆元","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183f9cfe0f501dc","111年10月21日",
"證交所發布中英文版2021年度永續報告書，推動證券市場永續發展","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183f99e210301d8","111年10月21日",
"臺灣證券交易所對國巨股份有限公司違反重大訊息規定，處以新台幣10萬元違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183f9995d0d01d4","111年10月21日",
"「芯鼎科技股份有限公司」（證券代號：6695）採競價拍賣方式辦理承銷，於今(10/21)日順利完成。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183f928340801cf","111年10月21日",
"味王等4家上市公司假證交所舉辦之法人說明會將於下周登場","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183f923729101cb","111年10月21日",
"Arizon RFID Technology (Cayman) Co., Ltd. (中譯：永道射頻技術股份有限公司)於111年10月20日送件申請股票第一上市","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183f4e0eb2901c7","111年10月20日",
"「精拓科技股份有限公司」（證券代號：4951）採競價拍賣方式辦理承銷，於今(10/20)日順利完成。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183f44383eb01c2","111年10月20日",
"臺灣證券交易所對京元電子股份有限公司違反內部控制規定，處以新台幣20萬元違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183efcb6ae701ba","111年10月19日",
"臺灣證券交易所對中揚光電股份有限公司（中揚光，證券代號：6668）違反重大訊息規定，處以新台幣3萬元違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183efae473c01b6","111年10月19日",
"臺灣證券交易所對如興公司違反重大訊息規定，處以新台幣10萬元違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183ef2ed27501b1","111年10月19日",
"穩定股市措施  證交所多箭齊發","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183ef252da201ad","111年10月19日",
"群益投信募集發行之群益台灣精選高息ETF及富邦投信募集發行之富邦ESG綠色電力ETF，將於10月20日掛牌上市","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183ea94837801a4","111年10月18日",
"證交所鼓勵上市公司考量本身現金流量及維護公司信用與股東權益等因素，適時執行買回庫藏股","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183e49f2f550198","111年10月17日",
"台股近期波動大，證交所將密切注意相關情勢","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183e478f0e90193","111年10月17日",
"上週外資在集中市場賣超502.98億元，賣超玉山金7.25萬張最多，另買超群創5.95萬張最多。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183e3d99b08018e","111年10月17日",
"臺灣證券交易所針對宏旭控股股份有限公司（宏旭-KY，證券代號: 2243）違反資訊申報規定，處以新臺幣3萬元之違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183d5f0f2f60157","111年10月14日",
"臺灣證券交易所對北極星藥業集團股份有限公司（北極星藥業-KY，公司代號: 6550）違反重大訊息規定，處以新臺幣5萬元之違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183d5efe9120153","111年10月14日",
"本週發行量加權股價指數跌幅約為4.19%，上市股票總市值達41.03兆元。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183d5c228fe014f","111年10月14日",
"臺灣證券交易所審議通過元大證券「臺灣指數公司臺灣期貨交易所發行量加權股價指數掩護性臺指買權價外5%報酬指數」ETN標的指數資格認可","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183cba6b9650137","111年10月12日",
"臺灣證券交易所審議通過復華投信「標普500成長指數(S&P 500 Growth Index)」ETF標的指數資格認可","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183cba4f4b80133","111年10月12日",
"為提升資訊透明度，自113年第1季財務報告起，上市公司應事先公告各季財務報告或年度自結財務資訊之董事會召開日期","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183cba3233b012f","111年10月12日",
"證交所「證」在找—具學習熱情及創新理念的你","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183cb58464b012b","111年10月12日",
"為提升盤前資訊品質，新增暫緩開盤措施","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183cb18ba410126","111年10月12日",
"全體上市公司111年9月份當月營收較110年同期成長10％，累計營業收入較110年同期成長9.6％","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183cac2fb020121","111年10月12日",
"證交所宅在家學習網10月份推出各類ETF金融商品說明","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183c63a86550112","111年10月11日",
"2022年9月暨第三季集中市場相關數據","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183c5cccab7010d","111年10月11日",
"台股近期波動大，證交所呼籲投資人審慎操作","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183c58d06e80106","111年10月11日",
"上週外資在集中市場買超50.07億元，買超臺企銀6.19萬張最多，另賣超玉山金4.61萬張最多。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183c5040b4a0102","111年10月11日",
"本週發行量加權股價指數漲幅約為2.07%，上市股票總市值達42.84兆元。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183b1996eb400fd","111年10月07日",
"111年度ETF競賽第三季暫列排名揭曉","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183acbf013c00cb","111年10月06日",
"臺灣證券交易所對淳安電子股份有限公司違反重大訊息規定，處以新台幣5萬元違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183a6c8462100bd","111年10月05日",
"臺灣證券交易所對世紀鋼鐵結構股份有限公司違反資訊申報規定，處以新台幣10萬元違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183a260780200b9","111年10月04日",
"證交所前進東海大學辦理校園專題講座","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183a24d98ae00b4","111年10月04日",
"上市公司執行買回庫藏股情形","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01839d2e378e00ae","111年10月03日",
"臺灣證券交易所對蔚華科技股份有限公司違反重大訊息規定，處以新台幣五萬元違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01839d1cf68300a9","111年10月03日",
"證交所與寬量國際聯手推動新經濟，引資活動圓滿完成","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01839ca900a900a3","111年10月03日",
"111年截至9月底權證發行與交易統計","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01839c86c4f6009b","111年10月03日",
"111年9月份權證發行與交易統計","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01839c81e82f0097","111年10月03日",
"上週外資在集中市場賣超334.45億元，賣超中信金10.39萬張最多，另買超臺企銀4.55萬張最多。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01839bf330830093","111年10月03日",
"證交所徵才，「證」正在找你，報名活動開跑","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01839ba6e310008d","111年10月03日",
"111年第4季得為上市認購（售）權證（含牛熊證）之標的證券","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01838e098c2a0084","111年09月30日",
"建德工業(股)公司於111年9月30日送件申請股票上市","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01838de4cb6f0080","111年09月30日",
"本週發行量加權股價指數跌幅約為4.91%，上市股票總市值達41.97兆元。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01838db7d810007b","111年09月30日",
"獨立董事及審計委員會行使職權參考指引發布，協助上市櫃公司提升董事職能、落實永續治理","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01838898cebd006c","111年09月29日",
"臺灣證券交易所對中福國際股份有限公司(代號:1435)違反重大訊息規定，處以新台幣15萬元違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183888b896c0067","111年09月29日",
"證交所參加WFE年會，與各國攜手促進金融市場健全與韌性","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183880e1c7c0061","111年09月29日",
"證交所籲投資人保持理性，審慎操作","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01838415d832005d","111年09月28日",
"龍德造船工業(股)公司於111年9月27日送件申請股票上市","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01837e3aa9cf0051","111年09月27日",
"春源鋼鐵工業股份有限公司等8家上市公司預計於111年10月份假證交所場地自行舉辦法人說明會","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183793626240035","111年09月26日",
"證交所撰擬重大訊息評估程序參考範例，提供上市公司最佳服務","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183792ec63f0031","111年09月26日",
"臺灣證券交易所針對宏旭控股股份有限公司（宏旭-KY，公司代號: 2243）違反資訊申報規定，處以新臺幣3萬元之違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183790deabd002d","111年09月26日",
"證交所完善新創籌資環境 打造「臺灣創新板」為臺股上市新亮點","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda01837877837a0028","111年09月26日",
"上市公司具高度韌性及活力 投資人理性面對波動","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183784802f00024","111年09月26日",
"上週外資在集中市場賣超468.23億元，賣超友達10.16萬張最多，另買超臺企銀6.15萬張最多。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda018377c53d90001f","111年09月26日",
"證交所網路闖關遊戲再度登場！證券知識輕鬆學 還有禮券週週抽～","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda0183776fb7b9001b","111年09月26日",
"本週發行量加權股價指數跌幅約為3.04%，上市股票總市值達44.12兆元。","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda018369adb4bc0017","111年09月23日",
"和潤企業股份有限公司甲種特別股現金增資股款繳納憑證自111年9月26日開始上市買賣","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda018368e89354000c","111年09月23日",
"國泰投信募集發行之國泰全球品牌50 ETF，將於9月26日掛牌上市","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda018364a1828e0006","111年09月22日",
"證交所於111年9月22日與元大證券合辦「自行車產業趨勢座談會」圓滿成功","https://www.twse.com.tw/zh/about/news/news/content.html?ff80808183645bda018364998ef90002","111年09月22日",
"「數泓科技股份有限公司」(證券代號：6855)採競價拍賣方式辦理承銷，於今(9/22)日順利完成。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a018363cbed2b0375","111年09月22日",
"為強化企業永續發展資訊揭露，證交所參考國際準則，修正「上市公司編製與申報永續報告書作業辦法」","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01835fa8e56b036e","111年09月21日",
"長榮航太科技(股)公司於111年9月21日送件申請股票上市","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01835fa00e80036a","111年09月21日",
"臺灣創新板(TIB)推廣獎勵活動8月得獎名單公布，活動熱烈舉辦中!","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01835f9000370366","111年09月21日",
"北極星藥業集團股份有限公司(公司簡稱：北極星藥業-KY，公司代號：6550)上市普通股自111年9月22日起恢復交易。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01835f8600840362","111年09月21日",
"證交所創新板上市市值鬆綁至10億，轉板年限縮短至1年","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01835f798967035e","111年09月21日",
"全體證券商111年8月份稅後淨利55.8億元，累計稅後淨利292.36億元","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01835f63c9770359","111年09月21日",
"「君帆工業股份有限公司」(證券代號：4584)採競價拍賣方式辦理承銷，於今(9/21)日順利完成。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01835f43aa7f0350","111年09月21日",
"111年9月26日延長撮合間隔時間之有價證券交易資訊揭露新變革系列報導二","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01835f1b4888034c","111年09月21日",
"第19屆「校園證券投資智慧王」－全國大專院校知識競賽活動即將開跑！","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01835dec50fe0348","111年09月21日",
"臺灣證券交易所審議通過永豐投信「ICE太空商機指數(ICE FactSet Extended Space Opportunities Index)」ETF標的指數資格認可","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01835a8055ed0341","111年09月20日",
"精聯電子股份有限公司股票自111年9月21日開始上市買賣","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01835a507f7c033c","111年09月20日",
"北極星藥業集團股份有限公司(公司簡稱：北極星藥業-KY，公司代號：6550)上市普通股自111年9月21日起暫停交易。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01835a4f4fc60338","111年09月20日",
"昶昕實業股份有限公司(代號：8438)自111年9月20日起得為融資融券交易","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01835531cf0a0331","111年09月19日",
"證交所暨證券期貨周邊機構，齊心宣示反制金融投資詐騙","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0183549bcca4032c","111年09月19日",
"證交所發布「上市上櫃公司風險管理實務守則」及提供較佳實務範例，協助上市公司強化風險管理機制","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0183546139c40328","111年09月19日",
"證交所與董事學會引資圓滿完成，提升股市量能","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a018353b6016d0321","111年09月19日",
"上週外資在集中市場賣超171.39億元，賣超永豐金7.54萬張最多，另買超友達7.95萬張最多。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0183539ad01a0318","111年09月19日",
"本週發行量加權股價指數跌幅約為0.15%，上市股票總市值達45.53兆元。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a018345a7b0190311","111年09月16日",
"證券期貨周邊單位將舉辦「防範金融投資詐騙宣示儀式」","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0183441200770309","111年09月16日",
"證交所再次攜手寬量國際，辦理「12th Taiwan CEO Week」線上引資活動","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01833ff5545d0300","111年09月15日",
"證交所於9月14日舉辦中介機構推動「臺灣創新板」頒獎典禮","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01833b7697f102ea","111年09月14日",
"111年9月15日除息影響加權股價指數","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01833b52cd0302e5","111年09月14日",
"國際情勢造成市場動盪 投資人宜理性面對","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01833a9c595002dd","111年09月14日",
"臺灣證券交易所舉辦「證券商資通安全會議」","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0183362a37f702d2","111年09月13日",
"證交所推出「證券投資反詐騙專區」 全力防制金融犯罪","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a018335c8b1ff02ce","111年09月13日",
"全體上市公司111年8月份當月營收較110年同期成長6.53％，累計營業收入較110年同期成長9.54％","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01833512961502ca","111年09月13日",
"伊雲谷數位科技股份有限公司股票自111年9月13日開始上市買賣","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a018330f4d97002c4","111年09月12日",
"臺灣證券交易所將舉辦證券商資通安全會議","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01833093b67802be","111年09月12日",
"上週外資在集中市場賣超233.14億元，賣超台新金3.37萬張最多，另買超群創3.15萬張最多。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01832fb66f9802ba","111年09月12日",
"111年第3季「第一上市公司財務業務說明會」圓滿落幕","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01831c7c4d0f02b2","111年09月08日",
"本週發行量加權股價指數跌幅約為0.61%，上市股票總市值達45.59兆元。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01831c57ebd402ad","111年09月08日",
"證交所與台灣董事學會合力引資 12日外資論壇開幕","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01831bb44c4c02a7","111年09月08日",
"臺灣證券交易所對中福國際股份有限公司違反重大訊息規定，處以新台幣10萬元違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01831773551402a2","111年09月07日",
"臺灣證券交易所對科風股份有限公司違反資訊申報規定，處以新台幣五萬元違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a018317655f37029e","111年09月07日",
"2022年8月集中市場相關數據","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01831725b44c0298","111年09月07日",
"本國上市公司（金融保險業）111年第2季財務報告之每股淨值資料符合應暫停及恢復融資融券交易之名單","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a018316eb408d028f","111年09月07日",
"證交所推出「資訊去哪兒找?」宣導影片","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a018316bb09b4028b","111年09月07日",
"證交所因應如興案強化對上市公司監理機制說明。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a018316aa16b90287","111年09月07日",
"上市公司體質穩韌性強，投資大眾應理性因應","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a018316a3b17d0283","111年09月07日",
"投資人買進低價權證前宜審慎評估其交易風險","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01830cf608a60254","111年09月05日",
"111年9月26日延長撮合間隔時間之有價證券交易資訊揭露新變革系列報導一 交易資訊揭露","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01830ce928680250","111年09月05日",
"證交所宅在家學習網9月份推出各種股市資訊查詢","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01830c43c475024a","111年09月05日",
"上週外資在集中市場賣超880.20億元，賣超新光金9.00萬張最多，另買超友達3.16萬張最多。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a01830ba6871a0246","111年09月05日",
"臺灣證券交易所有價證券上市審議委員會審議通過睿生光電股份有限公司初次申請股票上市案","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182fda1b477023a","111年09月02日",
"本週發行量加權股價指數跌幅約為3.96%，上市股票總市值達45.84兆元。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182fd8cbb020236","111年09月02日",
"臺灣證券交易所有價證券上市審議委員會審議通過展達通訊股份有限公司初次申請股票上市案","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182f888f86c0226","111年09月01日",
"第一上市公司111年上半年度營收獲利穩健成長。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182f85354590221","111年09月01日",
"111年截至8月底權證發行與交易統計","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182f7fd0e43021a","111年09月01日",
"111年8月份權證發行與交易統計","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182f7f857d50216","111年09月01日",
"第一上市公司111年第2季財務報告均已完成申報作業","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182f3522b86020c","111年08月31日",
"新應材(股)公司於111年8月31日送件申請股票上市","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182f33975b90207","111年08月31日",
"臺灣證券交易所訂於9月2日召開有價證券上市審議委員會第765次會議，將審議睿生光電(股)公司之申請股票上市案。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182f32c303b0203","111年08月31日",
"上市金融保險業公司111年第2季財務報告均已完成申報作業","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182f31fdcb901ff","111年08月31日",
"天二科技股份有限公司股票自111年9月1日開始上市買賣","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182f316b66e01fb","111年08月31日",
"證券市場新未來","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182f2b7572401f6","111年08月31日",
"臺灣證券交易所對彰化商業銀行股份有限公司違反重大訊息規定，處以新台幣3萬元違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182f290a8de01f2","111年08月31日",
"「大樹醫藥股份有限公司」國內第二次無擔保轉換公司債(債券代號:64692)採競價拍賣方式辦理承銷，於今(8/31)日順利完成。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182f28a200b01ee","111年08月31日",
"中福國際股份有限公司(中福，1435)未依規申報財報暨經營權異動情事，證交所強化相關監理措施。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182ee67857301ea","111年08月30日",
"臺灣證券交易所有價證券上市審議委員會審議通過視陽光學股份有限公司初次申請股票上市案","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182ee55827d01e6","111年08月30日",
"臺灣證券交易所訂於9月1日召開有價證券上市審議委員會第764次會議，將審議展達通訊(股)公司之申請股票上市案。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182ee473d2501e2","111年08月30日",
"汎銓科技股份有限公司股票自111年8月31日開始上市買賣","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182ee40a1fc01de","111年08月30日",
"證交所自9月5日起舉辦8場「第一上市公司財務業務說明會」","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182e8d18cb901d7","111年08月29日",
"「伊雲谷數位科技股份有限公司」（證券代號：6689）採競價拍賣方式辦理承銷，於今（8／29）日順利完成。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182e8554c6801d3","111年08月29日",
"上週外資在集中市場賣超370.22億元，賣超台新金8.12萬張最多，另買超長榮航6.63萬張最多。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182e847bf3601cf","111年08月29日",
"證交所提醒投資人關注基本面","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182e8147c8f01c6","111年08月29日",
"本週發行量加權股價指數跌幅約為0.85 %，上市股票總市值達47.71兆元。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182d99698e601c2","111年08月26日",
"南洋染整股份有限公司(南染，公司代號：1410)上市普通股自111年8月29日起恢復交易。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182d96261cc01bd","111年08月26日",
"臺灣證券交易所訂於8月30日召開有價證券上市審議委員會第763次會議，將審議視陽光學(股)公司之申請股票上市案。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182d8dfc16d01b2","111年08月26日",
"南洋染整股份有限公司(南染，公司代號：1410)上市普通股自111年8月26日起暫停交易。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182d48114a0018e","111年08月25日",
"臺灣證券交易所針對訊芯科技控股股份有限公司（訊芯-KY，公司代號: 6451）違反重大訊息規定，處以新臺幣3萬元之違約金。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182d4778a7f018a","111年08月25日",
"嘉里大榮物流股份有限公司等15家上市公司預計於111年9月份假證交所場地自行舉辦法人說明會","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182d46421a00186","111年08月25日",
"「台灣氣立股份有限公司」國內第三次有擔保轉換公司債（債券代號：45553）採競價拍賣方式辦理承銷，於今（8／25）日完成。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182d44ff7540181","111年08月25日",
"「奇鈦科技股份有限公司」（證券代號：3430）採競價拍賣方式辦理承銷，於今（8／25）日順利完成。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182d44ecc6b017d","111年08月25日",
"投資想賺錢？先認識風險！","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182d3a83d100179","111年08月25日",
"再繳交帳戶保證金？千萬別被騙了！","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182d31edc040172","111年08月25日",
"111年8月25日定穎投資控股股份有限公司(定穎投控，股票代號：3715)普通股上市，暨定穎電子股份有限公司(定穎，股票代號：6251)普通股同日終止上市。","https://www.twse.com.tw/zh/about/news/news/content.html?ff8080818262fb8a0182cf89b72f0167","111年08月24日",
