date,title
2022/12/01,台泥轉投資能元科技 攜牛津大學及MIT布局電池回收
2022/12/15,台泥簽署COP15商業自然行動聲明 再攜國內七企業推倡議平台
2022/12/16,台泥轉投資Atlante收購葡萄牙KLC 擴大南歐電動車快充站布局
2022/12/20,台泥旗下台灣運通攜手Scania 布局綠色物流解決方案
2022/12/21,台泥儲能號召車主響應離峰充電 目標減碳10噸
2022/12/28,台泥增資杭州子公司48億元 擴大環保事業布局
